Gender,10percentage,12percentage,CollegeTier,Degree,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1,60.0,62.0,2,1,70.0,0,335,405,435,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.344,-1.8179,-0.1295,200000
2,64.0,69.2,2,1,71.8,0,485,460,425,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.7415,-0.6692,240000
2,81.5,74.05,2,2,70.06,0,455,465,535,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.0914,1.0024,-0.4455,420000
1,74.3,71.25,2,1,67.0,1,325,425,475,0.783303536670298,275,388,-1,-1,-1,-1,-1,-0.159,0.0459,0.9322,-0.3612,0.2889,225000
1,58.9,68.0,2,1,6.85,0,490,310,380,0.486747008438193,445,-1,376,-1,-1,-1,-1,1.8517,0.2124,0.6248,-1.7556,-0.4776,180000
1,76.0,74.0,2,1,77.0,0,475,500,500,0.839686084018748,-1,-1,-1,-1,-1,-1,433,-0.4463,0.2124,-1.527,-0.4879,-0.6692,180000
1,62.88,77.5,2,1,70.0,1,455,515,405,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-0.344,-0.7603,0.6603,560000
2,72.0,73.0,2,1,71.0,0,485,465,400,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.7335,-0.2871,-0.1437,1.9207,-0.6692,335000
2,90.0,75.75,2,1,72.0,0,405,470,340,0.23780283983757,435,-1,315,-1,-1,-1,-1,0.1282,0.2124,0.1637,0.1459,-0.6692,100000
1,81.6,87.6,1,1,76.48,1,465,605,555,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.7335,-0.4536,-0.1437,-0.2344,-0.4776,880000
1,85.0,75.0,2,1,60.0,1,675,480,500,0.842248322257836,425,-1,469,-1,-1,-1,-1,1.1336,1.0449,0.1637,-1.2486,0.0973,200000
1,60.8,62.4,2,1,60.0,0,495,425,645,0.538386892985096,385,333,-1,-1,-1,-1,-1,0.3555,0.0328,-0.598,-0.2902,-1.2354,200000
2,86.2,69.8,2,1,68.4,0,505,405,515,0.376059586651545,-1,300,-1,-1,-1,393,-1,0.9737,0.5008,-0.3803,0.76733,0.8183,150000
2,84.5,94.0,2,1,71.82,1,475,485,665,0.694479327708463,395,366,-1,-1,-1,286,-1,-0.159,-0.1206,-0.4511,1.2869,0.6721,200000
2,85.6,79.9,2,1,78.0,0,350,460,345,0.179873900247905,-1,-1,-1,-1,-1,-1,-1,-0.4463,-0.2871,0.3174,1.2869,-0.0943,100000
2,91.6,88.9,2,1,75.3,0,420,540,595,0.112139438207403,365,228,-1,-1,-1,-1,-1,-0.159,0.5454,-0.4511,1.5404,0.4805,300000
1,89.0,96.7,2,1,92.0,1,525,475,375,0.0587928000083534,365,200,-1,-1,-1,393,-1,-0.6491,-0.4353,0.672,1.85433,-0.1295,225000
1,76.0,66.0,2,1,56.24,1,710,570,545,-1.0,395,-1,407,-1,-1,-1,-1,-0.5899,-1.7856,-0.7585,-1.2486,-1.6273,300000
1,71.0,72.6,2,1,73.6,0,360,425,445,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.8463,-0.6201,0.6248,-0.2344,1.0554,200000
1,67.75,61.5,2,1,76.1,1,450,355,295,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.1437,0.5262,-0.8608,70000
1,84.2,81.25,2,1,75.0,0,285,425,455,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-0.4511,1.0333,-0.8608,110000
1,87.2,87.14,2,1,77.0,1,605,590,535,0.356536487724475,465,-1,346,-1,-1,-1,-1,-0.3027,-0.4536,-2.6028,0.7798,0.2889,300000
2,91.8,85.0,2,1,74.7,0,554,465,525,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.4992,-0.7473,-1.5051,0.2973,0.4234,350000
1,65.5,69.5,2,1,56.7,1,405,355,295,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,-0.1988,0.0623,0.9763,180000
1,75.0,71.5,2,1,64.0,0,615,555,355,0.115022725743068,-1,-1,-1,-1,292,-1,-1,1.5644,0.8784,0.4711,-1.5021,-2.0105,300000
1,82.0,78.8,1,1,71.0,0,555,610,795,0.996744486852253,495,-1,623,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.6147,-0.8608,325000
1,67.8,74.0,2,1,70.4,0,565,585,565,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.6538,0.8128,1.688,-0.1727,0.9763,305000
2,75.0,78.0,2,1,71.1,1,415,440,355,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.8463,1.3779,1.0859,-0.995,1.247,100000
1,82.2,82.6,2,1,75.88,0,395,345,385,0.276047228046856,345,-1,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,0.7673,-0.2875,335000
2,86.0,77.0,2,1,75.0,0,325,510,295,0.0185409416754305,415,-1,192,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.0192,-0.0943,120000
2,81.6,87.9,2,1,77.4,1,555,465,605,0.694479327708463,375,366,-1,-1,-1,393,-1,1.4208,0.8784,-0.4511,-2.2627,0.0973,335000
2,73.0,74.6,2,1,79.21,0,430,445,495,0.356536487724475,385,-1,346,-1,-1,-1,-1,-3.1752,-4.2831,-2.2954,-1.1218,-6.6092,200000
2,87.5,95.3,2,1,80.95,1,425,465,535,0.538386892985096,335,333,-1,-1,-1,446,-1,0.3941,0.6568,-1.0697,0.0917,0.3444,100000
1,83.6,85.4,1,1,73.3,1,580,620,750,0.952245572924303,585,-1,-1,-1,-1,-1,-1,1.1336,0.8784,-0.4511,-0.7415,1.4386,325000
2,83.0,73.0,2,1,74.0,1,345,435,445,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.99,-0.7866,1.2396,1.0333,-2.7769,250000
2,68.0,74.0,2,2,76.0,0,360,545,520,0.744758354008939,415,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,0.7785,0.9066,0.4805,200000
2,93.5,95.3,2,1,92.3,0,415,575,405,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.5719,1.0858,-0.9245,0.0622299999999999,0.1864,300000
1,91.0,94.4,2,1,82.4,1,605,475,590,0.99526570569548,-1,533,-1,-1,-1,-1,-1,-1.1128,0.6568,-0.6343,2.0306,-1.5513,365000
1,54.0,64.0,2,1,62.0,0,360,425,370,0.23780283983757,-1,-1,315,-1,-1,-1,-1,-0.0154,-0.1206,-0.7585,0.9066,-0.0943,110000
1,64.0,61.0,2,1,62.0,1,405,540,630,0.911395278391328,495,-1,500,-1,-1,-1,-1,0.4155,1.0449,0.1637,-0.4879,0.0973,180000
1,73.0,85.4,2,1,76.92,0,545,555,735,0.991397583740291,475,516,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.0192,-1.6273,395000
1,58.8,65.5,2,1,51.0,1,545,435,485,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.4173,0.6568,0.8171,-0.9953,-0.7615,110000
2,86.4,64.0,2,1,55.07,1,615,610,530,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.4155,0.5454,-1.0659,0.2727,1.0554,180000
1,60.1,66.4,1,1,65.22,0,490,455,345,0.23780283983757,535,-1,315,-1,-1,-1,-1,1.7081,1.0449,0.9322,0.2727,1.247,325000
2,94.4,87.0,2,1,80.9,1,625,585,465,0.655766942617211,-1,-1,-1,-1,-1,366,-1,-0.3014,0.5008,-0.4891,-0.17277,-0.4455,450000
1,61.1,60.0,2,1,65.62,0,360,470,195,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,0.3174,-0.2344,-0.6692,280000
1,66.0,69.0,2,1,63.0,0,735,464,535,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-1.6538,-0.3183,-0.1626,0.6498,-1.2354,180000
1,92.8,87.0,1,2,95.3,0,695,675,725,0.824666400671332,-1,400,-1,-1,-1,-1,-1,1.4374,1.7488,0.9623,-2.1704,0.8973,1200000
1,72.0,63.0,2,1,65.0,0,380,470,445,0.229481754911755,-1,266,-1,-1,-1,292,-1,-3.3188,-5.7816,-4.4472,-0.7415,-6.9925,180000
1,86.4,69.0,2,1,73.0,0,530,520,750,0.423951396376433,315,324,-1,-1,388,-1,-1,1.2772,0.3789,-0.7585,-1.5021,-0.2859,180000
1,79.2,86.91,2,1,70.5,0,315,245,305,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-1.0355,-2.0733,-1.2511,0.17983,-1.5513,160000
1,74.0,71.0,2,1,80.7,1,500,520,455,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-1.308,1.3779,1.0859,-0.6147,-0.6692,145000
2,86.8,84.6,2,1,83.9,1,435,575,454,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.3555,0.8128,-0.4891,-0.6428,-0.7615,420000
1,74.4,79.0,2,1,62.81,0,495,495,455,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.8192,1.7488,-0.1988,-1.9354,0.1864,600000
1,80.5,71.25,2,1,65.0,0,615,555,645,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,-1.3599,-0.1727,0.1864,300000
1,90.5,95.3,2,1,88.8,0,735,565,554,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.2782,0.8128,0.0914,-0.8778,-0.1295,400000
2,83.33,93.5,2,1,68.48,0,500,400,355,0.966006923498049,405,-1,-1,-1,580,-1,-1,0.2718,-0.7866,-0.4511,0.3995,0.8637,145000
1,69.0,74.0,2,1,74.0,1,535,565,595,0.997298967866528,-1,548,-1,-1,-1,-1,-1,1.5644,0.3789,-1.2196,-1.8824,-0.2859,220000
1,81.0,76.4,2,1,69.7,0,510,385,455,0.840840968763718,-1,-1,-1,473,-1,-1,-1,0.8463,-0.9531,-0.7585,-1.3753,-2.2021,455000
1,78.2,68.2,2,1,76.0,1,615,545,520,-1.0,635,-1,-1,-1,-1,-1,-1,1.4208,0.7119,0.9322,-1.6289,0.4805,380000
2,80.6,69.0,2,1,54.0,0,710,570,595,0.911395278391328,415,-1,500,-1,-1,-1,-1,-0.8772,-1.4526,-1.0659,1.0333,-0.4776,150000
1,72.6,66.6,2,1,60.0,0,535,525,535,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-0.4173,-1.0593,0.0914,-1.49467,-0.6035,100000
1,70.0,73.8,2,1,79.12,0,515,555,554,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-1.4992,0.3448,-2.3759,-0.9953,-0.2875,305000
1,87.0,88.0,2,1,66.0,0,545,555,575,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.8772,-0.4536,-1.527,-0.1076,0.0973,200000
1,76.4,78.2,2,1,55.0,1,575,525,585,0.376059586651545,305,300,-1,-1,-1,-1,-1,-0.7264,1.2808,0.2366,0.6498,-0.1295,220000
2,85.0,74.0,2,1,74.9,0,450,425,545,0.356536487724475,385,-1,346,-1,-1,-1,-1,0.7027,0.7119,1.3933,-0.1076,0.0973,220000
1,86.8,85.5,2,1,63.17,1,495,515,575,0.960603251997053,355,466,-1,-1,-1,-1,-1,-0.1082,0.5008,0.0914,-0.4078,0.5024,475000
1,79.6,72.5,2,1,62.28,0,640,625,595,0.996744486852253,495,-1,623,-1,-1,-1,-1,0.7027,1.7109,1.7007,-2.5163,0.2889,120000
1,60.5,72.15,2,2,81.0,0,345,410,500,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.8192,-0.3684,-0.2882,0.0623,-0.7615,325000
1,88.2,76.5,2,1,68.34,0,535,395,575,0.538386892985096,375,333,-1,-1,-1,393,-1,-0.880999999999999,-2.3073,-1.7954,0.3561,-0.2875,315000
1,81.4,71.0,2,1,77.0,0,580,370,500,0.207392169717661,475,260,-1,-1,-1,-1,-1,-0.0154,0.3789,0.7785,-0.2344,1.4386,400000
1,71.0,60.0,2,1,63.0,0,465,355,515,0.356536487724475,425,-1,346,-1,-1,-1,-1,-3.1994,-0.9033,-1.2148,-0.0552,-2.0253,250000
2,70.61,70.83,2,1,60.0,1,385,410,370,0.23780283983757,465,-1,315,-1,-1,-1,-1,-0.5899,-0.2871,0.7785,0.7798,-0.6692,200000
1,88.6,79.4,2,1,69.47,0,385,385,404,0.824666400671332,325,400,-1,-1,-1,-1,-1,-1.8083,-1.2153,-0.344,-0.2902,-0.9194,385000
1,66.4,67.75,2,2,76.0,1,535,480,260,0.622642915849938,585,-1,407,-1,-1,-1,-1,1.2772,1.3779,0.4711,-1.8824,0.2889,145000
2,72.0,74.0,2,1,68.9,1,315,415,385,0.538386892985096,465,333,-1,-1,-1,-1,-1,0.3555,-0.2793,0.2366,-1.8179,-0.6035,510000
1,81.38,71.33,2,1,65.97,0,590,605,560,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.1336,0.7119,0.4711,-0.8682,1.247,320000
1,86.8,79.2,2,1,72.86,0,440,570,630,0.493596387301038,545,324,-1,-1,-1,-1,-1,-1.1644,-0.1206,-0.7585,-0.6147,-0.2859,350000
1,75.0,72.0,2,1,66.98,0,645,375,465,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-2.1175,-0.2793,0.5269,1.3549,-1.0774,120000
1,80.0,70.0,1,1,65.0,0,440,440,620,0.744758354008939,465,-1,438,-1,-1,-1,-1,-2.0262,-0.9531,0.9322,-0.4879,-0.4776,400000
1,57.0,70.0,2,1,68.88,0,325,350,390,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.8772,-3.4506,0.9322,1.6672,-1.244,180000
1,65.0,50.0,2,1,58.0,0,445,315,385,-1.0,-1,-1,-1,313,-1,-1,-1,-0.5719,-1.2153,-1.5051,0.7673,-1.7093,100000
1,74.0,94.0,2,1,68.0,1,395,370,310,0.279258511565122,255,-1,-1,-1,-1,292,-1,0.5591,0.8784,0.4711,-1.1218,1.247,200000
1,91.71,88.83,2,1,75.0,0,545,540,860,0.493596387301038,525,324,253,-1,-1,-1,-1,1.1336,1.0449,0.7785,-0.8682,0.8637,300000
1,83.69,76.67,1,1,95.7,0,495,615,725,0.694479327708463,615,366,-1,-1,-1,-1,-1,-1.4992,0.3448,-0.0537,-0.7603,0.5024,1100000
1,77.5,67.0,2,1,69.5,0,370,390,355,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.2718,-1.4526,0.7785,-0.3612,-0.6692,235000
1,83.6,81.0,1,1,70.0,1,665,495,440,0.356536487724475,385,-1,346,-1,-1,-1,-1,1.2772,1.3779,1.0859,-1.3753,0.0973,275000
1,70.0,62.0,2,1,63.3,0,350,485,485,0.744758354008939,385,-1,438,-1,-1,-1,-1,0.5591,0.5454,-0.1437,0.9066,0.8637,180000
1,91.2,89.0,2,1,79.8,0,570,580,355,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.159,0.8784,-1.6807,0.3995,-1.0524,75000
1,65.0,53.0,2,1,69.0,0,285,425,605,0.414337426422751,175,-1,-1,366,-1,-1,-1,-2.0262,-3.6171,-1.0659,-0.4879,-2.7769,300000
2,70.0,62.0,2,1,64.9,1,345,425,280,0.356536487724475,345,-1,346,-1,-1,-1,-1,-0.3027,-0.7866,-0.1437,-0.8682,-0.2859,180000
1,89.92,87.0,2,1,76.32,0,560,555,620,-1.0,645,-1,407,-1,-1,-1,-1,-0.3027,-0.6201,-2.2954,-0.7415,-0.8608,300000
2,78.0,79.8,2,1,76.0,0,450,475,165,0.0177048421112623,355,-1,-1,-1,206,-1,-1,-0.3027,-0.9531,0.6248,0.3995,-1.244,110000
1,73.0,61.6,1,1,66.9,0,595,570,725,0.953899775079926,535,-1,530,-1,-1,-1,-1,-0.4463,0.5454,0.4711,0.7798,-0.8608,400000
2,87.0,60.0,2,1,70.82,0,640,605,400,0.842248322257836,425,-1,469,-1,-1,-1,-1,0.8463,1.2114,1.2396,-0.1076,1.247,220000
1,59.0,54.14,2,1,58.0,0,445,335,455,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.4173,-0.4353,-0.9245,1.8249,-0.2875,520000
2,58.2,69.6,2,1,66.2,0,465,510,455,0.694479327708463,-1,366,-1,-1,-1,366,-1,-1.5953,0.2124,0.7785,1.0333,1.0554,170000
1,80.2,77.2,2,1,79.0,0,695,445,585,0.910770164246022,-1,433,-1,-1,-1,-1,-1,0.0464,0.9688,1.2525,0.1798,0.1864,475000
1,65.0,62.0,2,1,60.0,0,385,510,295,0.436962648056859,335,-1,-1,-1,-1,324,-1,0.8463,0.8784,-0.6048,-0.7415,1.247,100000
2,84.14,73.61,1,1,76.09,1,445,475,595,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,200000
1,76.6,65.6,2,1,58.0,1,455,475,665,0.910770164246022,-1,433,-1,-1,-1,286,-1,-0.1082,-0.7473,-1.0697,0.5323,-0.8799,190000
1,89.0,78.0,2,1,70.26,0,415,415,425,0.694479327708463,375,366,-1,-1,-1,260,-1,-0.1082,1.2808,0.5269,-0.5253,0.0679,400000
1,68.0,64.8,2,1,74.0,1,525,580,595,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,-0.1437,1.1601,-0.6692,120000
1,60.0,59.0,2,1,67.0,0,515,555,425,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.2793,-0.6343,-0.6428,-2.9731,675000
1,55.0,70.4,2,1,61.4,0,405,495,415,0.649389714846691,-1,356,-1,-1,-1,233,-1,0.1282,-0.4536,1.3933,0.9066,0.0973,180000
1,89.0,63.0,2,1,75.2,1,675,595,695,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-0.6048,-0.995,-0.6692,300000
1,81.0,77.0,1,1,77.0,0,655,735,755,0.985461394326131,575,500,-1,-1,-1,-1,-1,-0.1082,0.5008,1.2525,-1.7004,0.5024,370000
1,67.0,76.0,2,1,58.0,0,345,525,325,0.371138665635061,115,366,-1,-1,-1,-1,320,-1.8083,-1.9953,-1.2148,-0.26087,-3.1311,290000
1,69.0,69.0,2,1,71.0,0,510,475,400,0.298769128563994,465,-1,-1,-1,356,-1,-1,1.1336,1.0449,0.7785,-2.3895,-0.2859,310000
1,74.5,65.4,2,2,73.55,0,405,370,295,0.356536487724475,455,-1,346,-1,-1,-1,-1,1.4208,0.2124,1.0859,-0.4879,-0.8608,200000
1,89.4,86.4,2,1,72.62,0,485,445,595,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.51,0.1498,0.2729,1.8249,0.1864,345000
2,58.0,55.0,2,2,72.0,0,445,395,455,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.2366,1.2374,0.8183,200000
1,92.0,90.2,1,1,77.78,0,730,655,780,0.679644640924472,-1,-1,-1,-1,-1,-1,388,0.8463,0.8784,0.4711,-2.0092,-0.2859,600000
1,80.6,67.0,2,1,63.19,0,465,435,585,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.626,0.0328,1.5428,0.6204,-0.2875,400000
2,80.0,60.0,2,2,68.0,1,430,395,380,0.165633091512476,305,-1,-1,-1,-1,-1,-1,1.1336,1.2114,1.7007,-0.8682,1.6302,110000
2,64.0,60.0,2,1,65.0,1,665,555,310,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.0154,1.3779,1.7007,-1.1218,0.8637,205000
1,81.6,72.2,2,1,65.0,0,665,525,595,0.755375120895548,345,-1,-1,446,-1,-1,-1,-3.3539,0.5008,-0.1988,0.8848,-0.9194,370000
1,78.0,64.0,2,1,58.0,0,405,510,470,0.414337426422751,-1,-1,-1,366,-1,-1,-1,0.3941,0.1888,0.3817,1.0611,0.1864,120000
1,71.0,62.0,2,1,70.0,0,475,385,545,0.376059586651545,425,300,-1,-1,-1,393,-1,0.51,-0.4353,-0.344,0.2973,-0.1295,225000
1,86.0,61.0,2,1,75.0,1,570,470,530,0.124502074009537,355,233,-1,-1,-1,366,-1,-0.5899,-0.6201,1.3933,-0.3612,0.6721,265000
1,86.6,78.4,2,1,68.5,1,380,410,515,0.0800552813405495,295,-1,253,-1,-1,-1,-1,-0.159,0.7119,-0.6048,0.5262,1.0554,240000
1,82.0,82.0,2,1,67.0,1,660,610,705,0.911395278391328,565,-1,500,-1,-1,-1,-1,0.7027,0.3789,-0.1437,-0.1076,0.6721,325000
1,72.0,67.0,2,1,61.8,0,385,395,525,0.824666400671332,215,400,-1,-1,-1,340,-1,-0.5719,0.5008,-0.0537,1.11982999999999,1.2528,300000
1,82.24,62.5,2,2,73.1,0,495,345,375,0.415524556422033,-1,400,-1,-1,-1,233,-1,0.626,0.8128,0.3817,-1.0541,0.3444,150000
1,87.0,85.0,2,1,81.0,1,455,485,605,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6696,-0.1334,0.3292,-1.5899,-0.8608,335000
2,76.0,88.0,2,1,67.0,1,520,620,665,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.4711,-0.6147,0.0973,300000
1,67.0,58.0,2,1,84.0,0,560,470,450,0.744758354008939,285,-1,438,-1,-1,-1,-1,-0.7335,0.3789,0.7785,0.7798,0.8637,145000
1,90.1,83.6,2,1,72.0,0,605,475,515,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7335,0.5454,-0.9122,0.0192,-0.0943,200000
1,78.0,68.0,2,1,63.5,0,625,485,235,0.842248322257836,315,-1,469,-1,-1,-1,-1,-0.3027,0.2124,0.1637,0.1459,-0.0943,205000
1,80.64,64.45,2,1,63.66,1,605,595,475,0.824666400671332,365,400,-1,-1,-1,473,-1,1.9011,1.2808,-0.0537,3.3525,0.9763,140000
2,63.8,69.6,2,1,81.0,0,475,460,485,0.338786347219528,415,292,-1,-1,-1,-1,-1,0.5591,0.7119,0.9322,1.5404,1.0554,225000
1,71.66,86.8,2,1,73.1,0,465,545,545,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.4463,0.5454,0.4711,-0.2344,-0.6692,180000
2,68.5,61.85,2,2,75.81,0,365,355,415,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.0537,-0.0552,0.9763,300000
1,85.75,64.8,2,1,74.0,1,590,545,470,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.4511,0.3995,-0.6692,130000
1,83.6,79.6,2,1,87.6,0,605,515,445,-1.0,-1,-1,-1,-1,-1,-1,-1,0.3555,0.8128,-0.0537,1.9424,0.1864,215000
1,62.1,66.0,2,1,74.74,0,300,410,430,0.336185066042399,-1,-1,-1,-1,366,-1,-1,0.9737,-0.2793,-1.5051,-0.349,-0.9194,180000
1,89.0,65.2,2,1,88.0,0,570,580,440,0.356536487724475,495,-1,346,-1,-1,-1,-1,0.5591,0.7119,-0.2974,-0.4879,1.4386,335000
1,65.5,68.2,2,2,83.2,0,440,560,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,0.3174,1.1601,0.0973,120000
1,80.0,70.0,2,1,55.0,1,430,450,385,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.9322,1.5404,0.0973,145000
1,58.0,65.0,2,1,69.8,0,445,385,405,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.9011,1.6708,1.4702,-0.2902,0.9763,260000
1,61.4,63.33,2,1,64.88,0,370,500,720,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-1.0659,-1.6289,0.4805,310000
1,74.0,72.6,2,1,83.0,0,605,460,595,0.356536487724475,525,-1,346,-1,-1,-1,-1,0.2718,0.2124,1.547,-1.1218,0.8637,420000
1,85.0,85.0,2,1,65.25,0,450,525,515,0.622642915849938,515,-1,407,-1,-1,-1,-1,-1.308,-0.6201,-0.7585,0.3995,-1.4356,315000
1,72.0,67.0,2,1,62.0,1,370,370,320,0.144789889482462,405,-1,284,-1,-1,-1,-1,0.1282,1.0449,0.9322,1.9207,1.247,135000
2,90.8,88.0,2,1,81.5,0,395,525,605,0.982057124317279,-1,-1,-1,-1,606,-1,-1,1.5644,0.5454,-0.2974,-1.3753,1.0554,360000
2,84.6,69.5,2,1,63.25,1,535,355,395,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-1.4606,-0.5913,-0.4891,2.2068,-0.1295,120000
1,82.6,79.8,1,1,80.05,1,650,605,545,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.2974,-0.4879,-2.0105,450000
2,78.0,72.0,2,1,74.6,0,545,570,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,0.1637,0.0192,-0.6692,65000
1,71.0,68.0,2,1,73.0,0,570,415,605,0.744758354008939,465,-1,438,-1,-1,-1,-1,-0.0154,0.0459,0.1637,-0.4879,0.0973,265000
1,79.4,69.2,2,1,74.9,1,430,435,510,0.0800552813405495,455,-1,253,-1,-1,-1,-1,0.7027,-0.6201,-0.6048,0.7798,-1.0524,65000
1,66.0,68.0,2,2,72.0,0,285,410,515,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.1282,0.2124,1.2396,0.2727,0.6721,180000
1,91.1,92.4,1,1,83.55,1,615,605,650,0.622642915849938,505,-1,407,-1,-1,-1,-1,0.2718,-1.7856,-0.6048,1.6672,-0.2859,325000
1,88.6,83.25,2,1,86.0,0,545,520,620,0.943272157866555,485,452,376,-1,-1,-1,-1,0.8463,0.3789,-0.2974,-0.8682,0.0973,325000
2,71.0,72.0,2,2,78.0,0,355,375,425,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.1283,1.7488,1.9782,-0.1727,0.8183,400000
1,79.0,71.3,2,1,69.4,0,560,505,440,0.423951396376433,-1,-1,-1,-1,388,-1,-1,1.4208,1.0449,0.4711,-2.0092,0.4805,200000
1,83.5,69.83,2,1,79.4,1,500,485,585,0.356536487724475,455,-1,346,-1,-1,-1,-1,1.4208,1.0449,2.008,-1.5021,0.8637,190000
1,89.0,85.2,2,1,68.76,0,695,655,680,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.1336,0.3789,-0.2974,-0.3612,-1.244,325000
1,92.09,93.41,2,1,80.0,0,575,585,475,0.694479327708463,435,366,-1,-1,-1,-1,-1,0.3555,0.5008,0.2366,-0.17277,-0.2875,365000
1,77.85,64.8,2,1,66.6,0,450,440,595,0.649389714846691,-1,356,-1,-1,-1,420,-1,0.8463,0.2124,-0.7585,1.9207,0.6721,180000
2,77.2,67.4,2,1,71.7,0,425,445,415,0.538386892985096,425,333,-1,-1,-1,-1,-1,-1.4992,0.6568,-0.1988,0.6498,-0.1295,390000
1,68.0,59.0,2,1,70.0,0,430,470,475,0.328746378624932,-1,-1,-1,346,-1,-1,-1,0.7027,0.7119,0.9322,-0.1076,0.6721,240000
1,72.0,59.4,2,1,72.0,0,495,505,505,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.4992,-0.5913,0.2366,-0.1727,0.8183,360000
2,80.0,66.0,2,1,60.81,0,275,485,475,0.338786347219528,-1,292,-1,-1,-1,366,-1,0.5591,-0.7866,0.1637,-0.2344,0.6721,215000
1,71.0,63.3,2,1,75.0,0,655,665,695,0.99526570569548,605,533,-1,-1,-1,446,-1,0.51,0.1888,-0.6343,-0.5253,-0.1295,600000
1,71.04,81.33,2,1,74.04,0,335,540,415,0.622642915849938,435,-1,407,-1,-1,-1,-1,1.2772,0.2124,0.3174,2.1743,1.0554,200000
